"Neighborhood","House.Style","Overall.Qual","Year.Built","Exterior.1st","Exterior.2nd","Mas.Vnr.Area","Foundation","Bsmt.Qual","BsmtFin.Type.1","BsmtFin.SF.1","Total.Bsmt.SF","Gr.Liv.Area","Full.Bath","Kitchen.Qual","Fireplaces","Fireplace.Qu","Garage.Finish","Garage.Cars","SalePrice"
9,6,6,130,14,15,101.896800825593,3,5,5,625,860,1960,2,3,2,6,3,2,12.2853458264247
9,6,7,132,14,15,0,3,5,8,0,847,1733,2,3,1,4,3,2,12.1285866666383
9,8,7,128,14,15,0,3,5,5,250,384,1430,2,5,1,6,3,2,12.1007121298723
9,6,7,129,14,15,180,3,5,8,0,884,2035,2,3,1,4,3,2,12.3126823805884
17,6,9,127,14,15,165,3,5,8,0,1393,2599,2,3,1,6,3,3,12.7164021462475
17,6,8,126,14,15,114,3,3,8,0,1629,2475,2,3,1,6,3,3,12.7798730684576
17,3,7,124,14,15,338,3,5,5,919,1720,1720,2,3,1,6,3,2,12.4699741893166
17,6,8,122,7,7,362,3,3,5,1032,1463,2622,2,3,2,6,4,2,12.6915804613119
17,6,8,127,14,15,348,3,5,5,524,1152,2270,2,3,1,4,3,3,12.5776362019627
17,6,7,126,14,15,30,3,5,8,0,1195,1839,2,5,0,1,3,2,12.3059179804999
17,1,8,123,14,15,579,3,5,5,816,2033,3238,2,3,1,2,3,3,12.9239124386805
24,3,8,133,14,15,226,3,5,8,0,1595,1595,2,3,1,4,4,3,12.3081778684673
24,3,7,137,14,15,0,3,5,8,0,1218,1218,2,3,0,1,4,2,12.228323254465
24,6,7,137,14,15,0,3,5,5,24,756,1547,2,3,0,6,5,2,12.2793231072698
24,3,8,136,14,15,36,3,5,5,1078,1566,1566,2,3,0,1,4,2,12.4780063610138
24,6,7,132,14,15,0,3,5,5,222,991,1947,2,3,1,4,4,2,12.4486265903642
24,3,6,133,14,15,0,3,3,5,1414,1468,1468,2,3,1,4,3,2,12.5117174183561
23,6,7,132,14,15,0,3,5,5,656,956,2084,2,3,0,1,4,2,12.3587937325478
23,6,7,132,14,15,122,3,5,8,0,831,1659,2,3,0,4,4,2,12.106252310248
23,6,7,122,14,15,0,3,5,5,695,948,2110,2,3,2,3,4,2,12.2307652581205
23,3,6,108,10,11,0,2,5,3,543,923,923,2,5,1,6,4,1,11.870599909242
23,6,6,120,15,16,0,3,5,8,0,1055,1845,2,3,1,6,4,2,12.1495022940418
23,3,6,107,10,11,0,2,5,8,0,918,918,2,5,1,6,5,1,11.5079129231467
23,3,6,112,10,11,0,2,5,2,623,744,752,1,5,0,1,5,1,11.7360690162844
23,6,7,121,7,7,0,3,5,3,402,996,1744,2,3,0,1,4,2,12.1781874420406
23,3,6,112,7,11,0,3,5,5,338,1040,1097,2,5,0,1,5,2,11.9316357998284
23,6,6,108,7,7,130,2,5,8,0,650,1564,2,5,1,6,5,2,12.0494188354848
23,3,5,48,15,16,0,1,7,8,0,816,1012,1,5,0,4,5,1,11.1198828768606
22,1,6,106,14,15,0,4,5,5,0,0,1902,2,5,0,4,5,2,11.6262541502772
22,7,5,89,7,7,0,2,7,2,899,1109,1155,1,3,0,4,5,2,11.9049675527463
22,3,5,93,9,9,0,2,7,5,553,894,894,1,5,1,4,5,1,11.8386256046095
22,3,5,95,9,9,31,2,7,3,450,882,900,1,5,0,1,5,1,11.7117763237154
22,3,5,91,7,7,0,2,7,2,824,1040,1040,1,5,0,6,3,1,11.7981044072039
22,3,5,90,7,7,0,2,7,2,659,1040,1040,1,5,0,1,5,1,11.7519423654407
22,3,6,102,10,11,250,2,7,3,126,1208,1494,2,5,2,3,3,2,12.0376539939052
17,6,7,120,7,7,0,3,5,5,674,750,1923,2,3,1,6,4,2,12.1547793511426
17,6,8,121,7,8,504,3,5,6,250,1231,2349,2,3,1,6,4,3,12.8007797532769
17,6,8,120,7,7,180,3,5,5,1129,1390,2225,2,3,1,6,4,3,12.5602444592508
24,3,7,132,9,9,0,3,3,5,1298,1488,1488,2,3,1,4,3,2,12.4684369099977
24,6,7,132,14,15,0,3,5,8,0,840,1680,2,3,0,1,4,2,12.1547793511426
24,6,7,132,9,9,120,3,5,5,280,600,1200,2,3,0,4,4,2,11.9511803959014
24,6,7,132,9,9,0,3,5,8,0,600,1200,2,3,0,6,4,2,11.9250351157971
24,6,7,132,9,9,0,3,5,5,368,600,1200,2,3,0,1,4,2,11.9150516718129
24,6,6,133,14,15,216,3,5,5,376,600,1236,2,3,0,4,4,2,11.9316357998284
24,3,7,137,9,9,432,3,3,5,578,1470,1478,2,3,1,4,3,2,12.3104326608544
24,6,6,128,9,9,216,3,5,5,378,756,1573,2,3,0,1,5,2,12.0867258878976
24,6,6,128,9,9,1159,3,5,5,466,756,1512,2,3,0,1,5,2,12.083905011556
24,6,7,127,9,9,0,3,5,2,604,696,1416,2,3,0,1,5,2,11.9511803959014
24,6,7,131,14,15,0,3,5,5,244,530,1080,2,3,0,1,4,2,11.8989358852443
24,3,8,138,6,6,0,3,3,5,1032,1642,1418,1,3,1,4,4,3,12.4984287775268
24,6,8,128,14,15,0,3,5,5,484,975,1848,2,3,1,6,4,2,12.4450895460007
10,3,8,108,15,16,0,2,5,5,728,728,788,1,3,1,6,3,2,11.9511803959014
10,3,8,106,15,11,0,2,5,5,1052,1226,1226,1,3,1,6,3,2,12.2356314477717
22,6,6,104,7,11,289,2,7,5,533,725,1479,2,3,0,1,4,2,11.7791285057449
24,3,7,130,14,15,0,3,5,5,833,1492,1492,2,3,1,4,4,2,12.3458345879053
20,3,6,95,7,7,120,2,7,5,506,1829,1829,2,5,0,1,4,2,12.2945412935178
20,6,6,121,9,9,0,3,5,5,1137,1280,2495,2,3,1,6,5,2,12.4028722215048
20,3,6,105,10,11,28,3,7,2,1200,1610,1610,2,3,2,6,4,2,12.2307652581205
20,1,6,106,9,9,0,3,5,2,687,1224,1891,3,5,1,6,4,2,12.2666972673466
20,6,7,116,7,7,42,2,5,5,394,980,1714,2,5,1,6,5,2,12.1884177102915
20,3,6,100,10,11,0,2,7,2,982,1161,1381,1,3,1,6,4,2,12.1934938633233
20,6,6,99,9,9,0,2,7,2,329,715,1645,1,5,0,1,4,2,12.0494188354848
16,3,5,94,14,15,172,2,7,7,698,1232,1232,1,5,0,1,4,2,11.8653413519886
20,3,6,91,7,7,451,2,7,2,569,1328,1328,1,5,2,4,5,2,11.870599909242
16,3,4,87,10,11,0,2,7,2,569,950,1225,1,5,0,1,3,0,11.7671800113095
16,3,5,94,7,7,0,3,5,3,1059,1209,1209,1,5,0,1,4,2,11.9766594812024
16,3,5,95,15,11,268,2,7,3,1010,1510,1510,2,3,0,4,4,2,12.0945822694968
16,8,6,92,7,7,0,2,7,8,0,533,1775,2,5,0,1,5,2,11.8226136176846
16,8,5,92,15,7,86,3,7,5,1014,1152,1152,1,5,1,4,4,2,12.1034860567551
16,7,6,91,9,9,156,3,7,5,763,936,1054,1,3,0,4,4,2,11.8313791960888
16,3,5,90,7,7,144,2,7,3,1500,1728,1728,2,5,0,1,3,0,11.3492293722994
16,3,5,78,9,9,0,2,7,5,49,1078,1078,1,3,0,1,5,1,11.8644622310528
16,1,5,80,9,9,265,2,7,6,670,1140,2461,2,5,2,4,5,2,12.1940000642959
16,1,6,77,9,9,340,2,7,7,300,782,1556,2,5,1,4,5,2,12.0581525154536
4,3,5,86,15,11,0,2,7,3,696,858,858,1,5,0,1,5,0,11.6656465519879
4,3,3,68,15,11,0,2,7,8,0,728,1306,1,2,0,1,2,0,11.2450460198146
16,3,5,82,7,7,110,2,7,7,354,1056,1063,1,5,0,1,4,1,11.7597855429018
16,8,6,83,1,1,164,2,7,3,674,1156,1520,1,5,2,4,4,1,11.9381932003746
16,3,5,82,7,7,200,3,7,6,540,1268,1268,1,5,1,4,3,1,11.7905572015685
16,7,6,94,7,7,216,2,7,5,944,1080,1128,1,3,1,4,5,1,12.0895388292742
16,6,5,88,9,9,361,2,7,7,443,1105,2274,2,5,0,1,5,2,11.9466540383513
16,3,7,98,10,11,287,2,5,5,912,1947,2207,2,5,1,4,4,2,12.1007121298723
16,3,6,94,4,11,0,2,7,2,247,1517,1888,2,3,1,4,3,2,12.1547793511426
16,3,5,86,7,7,0,2,7,8,0,1604,1604,2,5,0,1,5,2,11.8130300574206
16,3,7,131,14,15,506,3,5,5,1188,1480,1480,2,3,0,1,4,2,12.273731294004
16,3,5,87,9,9,150,2,7,3,856,1143,1143,1,5,0,1,4,1,11.8204101647182
16,3,5,87,4,4,0,2,7,7,1018,1398,1700,1,3,1,4,4,2,12.0167264737993
16,3,5,85,9,9,0,2,7,7,922,1314,1314,1,5,0,1,4,1,11.8844890214027
16,3,6,87,9,9,220,2,7,8,0,1194,1194,1,5,0,4,4,1,11.9049675527463
16,3,5,87,10,11,180,2,7,7,1000,1188,1188,1,5,0,1,4,2,11.8635823365834
16,3,5,88,9,7,324,2,7,7,697,1268,1264,1,5,2,4,5,2,12.0287386302473
16,3,5,87,9,9,91,2,7,7,936,1206,1206,1,5,0,4,4,1,11.594855621061
16,3,6,87,15,16,432,2,7,7,734,1244,1580,1,5,2,4,5,2,11.979799201207
16,1,4,84,9,9,0,2,7,8,0,832,1337,1,5,0,6,5,1,11.5898865061064
16,3,5,80,16,17,0,2,7,3,339,864,1064,1,2,0,1,5,1,11.8130300574206
16,3,5,83,9,9,0,2,7,7,648,972,972,1,5,0,4,5,1,11.7158663089669
16,3,5,86,9,9,0,2,7,7,532,988,988,1,5,0,1,5,1,11.6868787720937
16,3,5,81,14,15,0,2,7,5,731,1057,1057,1,3,0,4,5,1,11.5991031612113
16,3,4,48,9,9,0,1,7,8,0,576,985,1,5,0,1,5,2,11.5617156291397
16,3,5,83,14,15,0,4,5,4,0,0,827,1,5,1,5,5,1,11.5852461265499
16,3,5,82,15,16,104,2,7,2,320,1086,1086,1,5,0,1,5,2,11.8837991283088
16,3,5,84,9,9,0,2,7,3,248,936,936,1,5,0,1,3,1,11.7675676833438
16,1,6,76,14,15,0,2,7,8,0,912,1458,1,5,1,4,5,1,11.4876076569859
21,7,6,108,10,11,0,2,7,5,1056,1056,1056,0,5,0,4,5,2,11.8775685785581
16,3,5,87,15,16,0,2,7,2,72,1063,1287,1,3,1,4,3,2,11.9953516142145
16,8,7,95,15,16,300,2,5,8,0,710,2978,2,3,1,4,3,2,12.3966930051388
16,1,6,76,16,17,0,2,7,2,481,816,1224,1,5,0,1,5,1,11.7905572015685
16,3,5,87,4,4,0,2,7,6,340,1246,1246,1,3,0,1,4,1,11.9447078813958
16,1,5,80,4,16,0,2,7,7,507,910,1385,2,5,0,1,5,2,12.0197430673387
16,3,5,79,15,16,0,2,7,3,234,900,900,1,3,0,4,5,2,11.8115474774603
16,3,6,90,15,16,261,2,7,8,0,1116,1116,1,5,0,1,5,2,11.982929094216
16,3,5,88,4,16,0,2,7,7,588,1175,1175,1,5,0,1,4,2,11.9049675527463
16,3,6,91,15,16,218,2,7,3,717,1395,1395,1,5,1,6,4,2,12.1652506510099
16,6,6,94,9,9,351,2,7,8,0,756,1839,1,5,1,6,5,2,11.9511803959014
21,1,4,28,15,16,771,3,7,2,48,709,1844,1,5,2,4,5,1,11.2947694551671
21,1,4,38,15,16,0,1,7,8,0,576,1140,1,5,0,4,5,0,11.4772982873271
21,3,5,48,15,16,0,3,7,3,579,936,936,1,5,1,4,5,0,11.6036798282387
21,3,5,55,16,17,0,2,7,8,0,1008,1028,1,5,1,4,5,2,11.6526874073454
21,3,5,85,9,9,0,2,7,3,274,1347,1347,1,3,0,4,5,2,11.870599909242
21,6,3,43,14,15,0,2,4,8,0,840,1605,2,5,0,1,5,1,11.5843154610569
21,3,4,73,9,9,0,2,7,8,0,747,747,1,5,0,1,5,1,11.289781913656
21,3,5,68,9,9,294,2,7,3,510,788,804,1,3,2,4,5,1,11.6868787720937
21,1,5,57,15,16,0,1,7,6,234,926,1316,1,5,0,6,5,2,11.7752897294377
21,1,6,66,9,9,0,3,5,8,0,827,1251,1,2,0,4,5,1,11.6868787720937
21,1,5,76,14,15,0,1,7,3,780,1027,1633,1,3,1,4,5,1,11.7675676833438
21,1,5,48,9,9,0,1,7,7,176,1008,1245,1,5,0,4,5,1,11.5129254649702
21,3,2,51,1,1,0,1,4,8,0,678,832,1,5,1,4,5,2,9.45634070543332
21,3,6,56,14,15,0,1,7,8,0,624,720,1,5,0,4,5,2,11.5702505315895
21,6,8,28,15,16,0,1,7,8,0,930,1566,2,3,0,4,5,1,11.9183905730784
21,1,5,43,9,9,0,3,4,6,686,686,1652,2,5,0,6,5,1,11.8422292121128
21,6,8,18,15,16,0,5,4,8,0,346,2268,3,3,0,1,5,2,12.3883942023241
21,6,5,38,9,9,0,1,7,8,0,840,2256,2,2,0,4,2,0,11.2450460198146
21,3,6,85,9,9,0,2,7,5,600,912,1236,1,5,0,4,5,2,11.9163885704077
21,6,4,38,14,15,0,2,4,8,0,622,1363,1,5,0,1,5,2,11.740061037554
21,6,4,13,14,1,0,3,7,8,0,777,2290,2,5,0,1,5,2,11.7158663089669
21,6,6,50,15,16,0,2,4,7,283,738,1470,1,5,0,1,5,2,11.8547405460019
4,1,5,78,9,9,0,2,7,7,788,988,1612,1,5,0,1,5,1,11.7636841833174
4,5,7,50,15,16,0,1,5,3,474,1108,2068,1,3,1,4,5,1,12.2524790183443
4,3,4,53,9,9,0,1,7,7,188,765,765,1,3,0,3,5,1,11.3736633976367
4,1,6,67,9,9,0,1,7,3,452,608,1132,1,5,0,1,5,1,11.805595078933
4,1,6,68,9,9,0,2,7,6,264,572,1196,1,5,2,4,5,2,11.7597855429018
4,1,5,70,9,9,300,2,7,7,360,835,1453,1,3,2,3,5,1,11.7905572015685
4,1,6,76,15,16,0,2,7,7,300,780,1416,1,5,0,4,5,1,11.8486831606536
4,1,5,64,14,15,0,2,7,7,276,528,1040,1,5,0,1,3,2,11.7272300676172
4,1,5,58,9,9,0,1,7,6,448,928,1536,2,5,1,4,5,2,11.8379033221657
21,3,6,51,15,16,0,1,4,2,960,1124,1068,1,5,1,4,5,1,11.6036798282387
21,6,7,49,13,14,0,1,7,8,0,576,1710,2,5,0,1,5,2,11.8493977015914
21,1,4,43,9,9,0,2,7,8,0,888,1962,1,5,1,6,5,2,11.9150516718129
21,6,6,40,15,16,0,3,7,8,0,780,1560,1,3,0,1,3,0,11.982303898822
21,6,6,48,14,15,0,1,7,8,0,662,1324,1,5,0,1,5,1,11.7117763237154
12,3,5,91,15,16,0,2,5,6,104,816,816,1,5,0,4,5,2,11.6082356447746
12,6,4,58,14,17,0,4,5,2,0,0,1092,2,2,0,1,4,0,10.9150884642146
21,6,5,28,15,16,0,1,5,8,0,360,1812,2,3,1,5,5,2,11.8493977015914
5,6,7,68,9,9,0,2,7,8,0,1032,2403,2,5,2,6,5,1,12.4065615062796
5,3,5,87,7,7,90,2,5,7,766,1422,1675,2,5,2,4,5,1,12.0610468734799
5,1,5,45,15,16,0,1,5,8,0,689,1224,1,4,0,6,5,1,11.5852461265499
26,1,5,43,15,17,0,1,7,7,1026,1212,1392,1,5,0,3,2,0,11.5129254649702
26,1,6,68,14,15,0,2,4,6,368,600,919,1,5,0,4,5,1,11.4616321705827
26,6,4,35,15,14,0,2,7,7,73,707,1884,1,5,0,1,2,0,11.4443146633424
26,1,5,38,15,16,0,1,7,6,736,856,1680,2,5,1,4,5,2,11.6518174638368
22,1,5,3,14,15,0,2,7,8,0,780,1020,1,5,0,1,2,0,11.4510500612521
22,3,4,95,10,11,72,2,7,2,704,1832,1832,2,5,0,1,4,0,11.8204101647182
22,3,4,96,7,7,0,2,7,8,0,1768,1768,2,5,0,1,4,0,11.8240798936072
22,3,5,93,10,7,0,3,7,3,841,1039,1039,1,5,0,4,5,2,11.7867621306
22,3,5,85,15,16,180,2,5,2,1302,1392,1392,1,5,1,4,5,2,11.7076695417627
22,3,5,95,7,7,0,2,7,2,842,912,912,1,5,1,3,5,1,11.7360690162844
22,3,5,96,10,11,0,2,7,7,188,1060,1060,1,3,1,6,5,1,11.9447078813958
22,3,5,94,7,7,47,2,7,3,240,864,892,1,3,0,1,5,1,11.8342840637814
22,6,6,97,7,7,143,2,7,2,371,663,1352,1,5,0,4,3,1,11.9703503120091
22,3,5,96,7,7,0,2,7,5,775,864,864,1,5,0,1,5,1,11.8295593593718
22,7,5,106,10,11,0,2,5,5,1319,1319,1373,1,5,2,6,3,2,11.9844903747829
22,6,5,96,7,7,0,2,7,7,267,720,1440,1,5,2,6,5,2,12.0015054797889
22,6,6,106,7,7,328,2,7,7,438,672,1386,2,5,1,6,3,2,11.9760303525248
5,6,7,124,15,16,0,3,3,5,1201,1306,2260,2,3,0,4,4,2,12.7007688873663
5,3,7,105,15,16,0,2,5,2,1092,1420,1483,1,5,2,6,4,2,12.5061772379805
22,3,4,55,15,16,0,1,4,8,0,660,756,1,5,0,4,5,2,11.3504065354725
22,3,4,78,14,7,0,2,5,3,442,1067,1067,2,3,0,6,5,2,11.7597855429018
5,3,7,107,10,11,0,3,5,5,1258,1332,1524,0,3,1,6,3,2,12.4684369099977
5,6,6,106,14,15,288,3,5,2,964,1117,1981,2,3,1,6,3,2,12.3458345879053
8,1,3,66,15,16,0,2,7,3,288,972,1610,2,2,1,4,4,1,11.7280368445872
8,3,5,48,15,16,0,1,7,2,108,458,835,1,5,0,1,5,1,11.3265958867787
8,3,6,78,15,11,0,2,7,5,104,663,1074,1,3,1,6,5,1,11.8810347865346
8,3,5,84,15,16,0,2,7,3,739,1144,1144,1,5,0,1,5,1,11.7675676833438
8,1,4,75,16,17,0,2,7,6,192,756,1531,1,5,1,6,5,1,11.7519423654407
8,3,5,82,16,17,0,2,7,3,954,1172,1172,1,5,0,1,3,1,11.7597855429018
8,3,6,137,14,15,0,3,5,5,36,1212,1212,2,3,0,4,4,2,12.1335019526953
8,3,7,137,14,15,96,3,5,5,1346,1508,1508,1,3,2,6,4,2,12.6379524598098
8,3,5,92,15,16,0,2,7,8,0,1250,1298,2,5,0,5,5,2,11.6439537273766
8,3,4,74,9,9,0,2,5,4,0,0,930,1,3,0,4,5,1,11.3492293722994
23,6,6,113,7,7,336,2,5,8,0,741,1732,2,3,1,6,3,2,12.0895388292742
23,3,7,115,10,11,177,2,5,5,1433,1433,1433,1,3,2,6,4,2,12.5061772379805
23,6,6,121,14,15,85,3,5,5,860,946,1802,2,3,1,4,4,4,12.2922503417712
23,6,7,121,9,9,246,3,5,5,750,1050,1949,2,3,1,6,3,2,12.3715870840077
23,7,6,120,7,7,0,3,5,5,747,936,996,1,3,0,1,5,2,11.8981878657609
6,3,8,136,14,15,72,3,5,8,0,1694,1694,2,3,0,4,4,3,12.410441041518
6,3,7,134,14,15,24,3,5,5,686,1187,1208,2,3,0,1,4,2,12.2356314477717
6,3,7,137,14,15,0,3,5,8,0,1226,1226,2,3,0,1,4,3,12.2005574648421
6,3,7,138,14,15,80,3,5,5,24,1222,1222,2,3,0,1,4,2,12.1388638958367
23,6,7,118,10,11,0,3,5,5,1470,1673,3222,3,3,2,6,5,3,12.6760762747759
23,1,6,28,15,11,0,3,4,8,0,676,1445,2,5,0,1,5,2,11.8386256046095
5,8,6,99,7,7,80,2,7,5,504,1010,1052,1,5,0,1,5,2,11.9511803959014
6,7,5,124,14,15,0,3,5,5,870,870,965,1,5,0,1,5,2,11.9766594812024
6,6,7,125,14,15,0,3,5,2,353,878,1692,2,5,1,6,4,2,12.1600287070288
6,6,6,126,14,15,116,3,5,5,505,804,1682,2,3,0,6,4,2,12.2085695257288
6,3,5,105,6,6,0,2,5,5,198,1026,1026,1,5,0,4,5,1,11.9183905730784
6,6,6,105,7,7,153,2,5,5,378,689,1392,1,5,0,1,3,1,11.9938072123631
6,3,5,104,7,7,0,2,7,6,182,894,894,1,5,0,1,5,1,11.7613468234687
6,3,5,100,15,16,0,2,7,2,480,876,876,1,5,0,1,5,2,11.7519423654407
6,3,8,131,6,6,320,3,5,5,1682,1978,1978,2,3,1,4,4,3,12.6698066617623
6,3,8,129,14,15,479,3,5,5,1358,1581,1601,2,3,1,6,4,2,12.5135573452781
6,6,7,131,14,15,223,3,5,5,483,941,1829,2,3,1,6,4,2,12.3758154201173
6,6,7,125,14,15,0,3,5,8,0,1040,2098,2,3,1,6,3,2,12.3883942023241
6,3,7,126,14,15,442,3,5,8,0,1649,1661,2,3,0,1,4,2,12.3234111379474
6,3,6,131,14,15,170,3,5,5,672,848,848,1,3,0,4,3,2,11.8758309586596
6,3,6,132,14,15,169,3,5,5,662,848,848,1,3,0,1,4,2,11.870599909242
6,3,8,131,14,15,171,3,5,3,370,1657,1668,2,3,1,6,3,2,12.3544926506484
6,3,7,132,14,15,109,3,5,5,712,1473,1484,2,3,0,6,4,2,12.2690474446916
6,3,7,132,14,15,98,3,5,5,24,1414,1414,2,3,0,1,4,2,12.1308101610296
8,3,3,73,14,15,0,2,5,5,0,0,640,1,5,0,1,5,1,11.3492293722994
8,3,5,82,14,15,0,2,4,8,0,381,992,1,5,0,2,5,1,11.9569123240658
8,3,5,93,2,2,0,2,2,4,0,0,1664,2,5,0,1,5,0,11.5129254649702
8,3,5,96,9,9,0,2,5,2,1070,1196,1196,1,5,0,1,4,1,11.8775685785581
8,1,4,76,14,15,0,2,7,8,0,744,1120,1,2,0,4,5,2,11.0666383623418
8,8,6,103,10,11,0,2,7,2,528,1008,1096,1,5,1,3,5,1,11.7376677376481
8,8,6,104,10,11,0,2,7,2,422,1029,1117,1,5,1,6,5,2,11.580584113444
8,3,4,86,16,17,0,2,7,8,0,960,960,1,5,0,1,2,0,11.4075649493124
8,3,4,131,14,15,0,3,5,8,0,1121,1121,2,5,0,1,4,2,11.8493977015914
8,1,6,73,14,15,0,2,7,6,94,735,1487,1,5,1,4,5,1,11.6351430976945
8,1,4,69,9,9,0,1,5,3,348,672,924,1,2,0,1,5,1,11.289781913656
8,3,5,85,7,7,145,2,7,7,383,1216,1526,1,5,1,4,5,1,11.8810347865346
26,3,5,52,9,15,203,1,7,7,133,1107,1296,2,2,1,4,5,1,11.5521461781235
26,6,6,43,15,16,0,3,5,8,0,806,1647,1,2,0,1,5,1,11.7597855429018
